YEAR,STATE_DESCRIPTION,STATE_CODE,NAICS_CODE,INDUSTRY,BUSINESS_CLASSIFICATION_S,ANNUAL_PAYROLL_S,EMPLOYMENT_S,AVG_SALARY_S,BUSINESS_CLASSIFICATION_B,ANNUAL_PAYROLL_B,EMPLOYMENT_B,AVG_SALARY_B
2011,Nebraska,NE,42,Wholesale Trade,Small Business,2218170000,49570,44748.23481944724,Large Business,903341000.0,15357.0,58822.751839551995
2011,Nebraska,NE,23,Construction,Small Business,2879288000,68346,42128.11283762034,Large Business,188692000.0,3023.0,62418.78928217003
2011,Pennsylvania,PA,42,Wholesale Trade,Small Business,15123164000,281042,53811.04603582383,Large Business,7408159000.0,95410.0,77645.51933759564
2011,Missouri,MO,71,"Arts, Entertainment, and Recreation",Small Business,1068202000,36873,28969.761071786943,Large Business,632126000.0,16285.0,38816.45686214307
2011,Missouri,MO,72,Accommodation and Food Services,Small Business,3755984000,282722,13285.078628476029,Large Business,1533948000.0,94787.0,16183.105278149957
2011,Missouri,MO,81,Other Services (except Public Administration),Small Business,4495464000,190408,23609.638250493677,Large Business,473133000.0,15250.0,31025.114754098362
2011,Montana,MT,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,387702000,5332,72712.30307576894,Large Business,312584000.0,3712.0,84209.05172413793
2011,Montana,MT,22,Utilities,Small Business,123588000,1852,66732.18142548596,Large Business,172926000.0,1887.0,91640.69952305246
2011,Montana,MT,23,Construction,Small Business,1838388000,37652,48825.77286731116,Large Business,82015000.0,1322.0,62038.57791225416
2011,Montana,MT,31-33,Manufacturing,Small Business,794298000,22372,35504.11228321116,Large Business,300195000.0,5349.0,56121.70499158721
2011,Montana,MT,42,Wholesale Trade,Small Business,765218000,19162,39934.14048637929,Large Business,246224000.0,4497.0,54752.946408716925
2011,Montana,MT,44-45,Retail Trade,Small Business,1515518000,59116,25636.34210704378,Large Business,586722000.0,25996.0,22569.703031235575
2011,Montana,MT,48-49,Transportation and Warehousing,Small Business,487236000,13440,36252.67857142857,Large Business,146099000.0,4042.0,36145.225136071254
2011,Montana,MT,51,Information,Small Business,334000000,8618,38756.09190067301,Large Business,229419000.0,4952.0,46328.554119547654
2011,Montana,MT,52,Finance and Insurance,Small Business,678458000,16900,40145.44378698225,Large Business,425360000.0,7597.0,55990.52257470054
2011,Montana,MT,53,Real Estate and Rental and Leasing,Small Business,241176000,9238,26106.949556180993,Large Business,32562000.0,842.0,38672.209026128265
2011,Montana,MT,54,"Professional, Scientific, and Technical Services",Small Business,1336670000,29454,45381.61200516059,Large Business,100272000.0,1950.0,51421.53846153846
2011,Montana,MT,55,Management of Companies and Enterprises,Small Business,139958000,2355,59430.14861995754,Large Business,119263000.0,1599.0,74585.99124452783
2011,Montana,MT,61,Educational Services,Small Business,197042000,8494,23197.786672945607,Large Business,26713000.0,1478.0,18073.748308525035
2011,Montana,MT,62,Health Care and Social Assistance,Small Business,2503956000,75896,32991.936333930644,Large Business,1128191000.0,26572.0,42457.88800240855
2011,Montana,MT,72,Accommodation and Food Services,Small Business,1073616000,76214,14086.860681764505,Large Business,92933000.0,5873.0,15823.769793972417
2011,Montana,MT,81,Other Services (except Public Administration),Small Business,672754000,28608,23516.289149888144,Large Business,15857000.0,603.0,26296.849087893865
2011,Nebraska,NE,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,47777000,1131,42243.14765694076,Large Business,24138000.0,426.0,56661.971830985916
2011,Nebraska,NE,31-33,Manufacturing,Small Business,2589696000,63698,40655.84476749662,Large Business,2622405000.0,59341.0,44192.12686001247
2011,Nevada,NV,71,"Arts, Entertainment, and Recreation",Small Business,1046250000,32818,31880.370528368578,Large Business,362233000.0,11555.0,31348.593682388575
2011,Nevada,NV,72,Accommodation and Food Services,Small Business,2530836000,132954,19035.4257863622,Large Business,7171486000.0,228680.0,31360.355081336365
2011,Nevada,NV,81,Other Services (except Public Administration),Small Business,1350276000,48880,27624.30441898527,Large Business,183520000.0,6303.0,29116.293828335714
2011,New Jersey,NJ,55,Management of Companies and Enterprises,Small Business,1957088000,21125,92643.21893491125,Large Business,14585820000.0,116822.0,124855.0786666895
2011,New Jersey,NJ,56,Administrative and Support and Waste Management and Remediation Services,Small Business,8382818000,216172,38778.46344577466,Large Business,5429904000.0,157722.0,34427.05519838703
2011,New Jersey,NJ,61,Educational Services,Small Business,3459756000,106112,32604.757237635706,Large Business,1705099000.0,42810.0,39829.45573464144
2011,New Jersey,NJ,62,Health Care and Social Assistance,Small Business,23132208000,542946,42604.98834138201,Large Business,12778438000.0,263931.0,48415.828379387036
2011,New Jersey,NJ,71,"Arts, Entertainment, and Recreation",Small Business,2858000000,82922,34466.12479197318,Large Business,186906000.0,12237.0,15273.841627849963
2011,New Jersey,NJ,72,Accommodation and Food Services,Small Business,5743640000,329834,17413.729330511713,Large Business,2626628000.0,111931.0,23466.492749997768
2011,New Jersey,NJ,81,Other Services (except Public Administration),Small Business,7233078000,263708,27428.360155930044,Large Business,517521000.0,12805.0,40415.54080437329
2011,New Mexico,NM,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,1042400000,16426,63460.36770972848,Large Business,697855000.0,8430.0,82782.32502965599
2011,New Mexico,NM,23,Construction,Small Business,2902924000,74330,39054.540562357055,Large Business,120032000.0,2276.0,52738.13708260105
2011,New Mexico,NM,31-33,Manufacturing,Small Business,1184022000,30218,39182.6725792574,Large Business,766854000.0,12325.0,62219.39148073022
2011,New Mexico,NM,42,Wholesale Trade,Small Business,991998000,23702,41852.923803898404,Large Business,484954000.0,8274.0,58611.79598743051
2011,New Mexico,NM,44-45,Retail Trade,Small Business,1923176000,69410,27707.477308745136,Large Business,1307397000.0,60241.0,21702.777178333694
2011,New Mexico,NM,48-49,Transportation and Warehousing,Small Business,557002000,16184,34416.83143845774,Large Business,358178000.0,8113.0,44148.65031431037
2011,New Mexico,NM,51,Information,Small Business,269946000,7580,35612.92875989446,Large Business,379025000.0,8823.0,42958.74419131815
2011,New Mexico,NM,52,Finance and Insurance,Small Business,1150044000,22946,50119.585112873705,Large Business,566213000.0,10696.0,52936.89229618549
2011,New Mexico,NM,53,Real Estate and Rental and Leasing,Small Business,422488000,12999,32501.57704438803,Large Business,136443000.0,2845.0,47958.87521968366
2011,New Mexico,NM,54,"Professional, Scientific, and Technical Services",Small Business,2568952000,49142,52276.0978389158,Large Business,1843874000.0,23078.0,79897.47811768785
2011,New Mexico,NM,55,Management of Companies and Enterprises,Small Business,187237000,2990,62621.070234113715,Large Business,296912000.0,5076.0,58493.30181245075
2011,New Mexico,NM,56,Administrative and Support and Waste Management and Remediation Services,Small Business,852454000,28972,29423.374292420267,Large Business,683392000.0,23226.0,29423.577025747007
2011,New Mexico,NM,61,Educational Services,Small Business,457952000,15488,29568.18181818182,Large Business,36460000.0,1577.0,23119.84781230184
2011,New Mexico,NM,62,Health Care and Social Assistance,Small Business,3830974000,112876,33939.66830858641,Large Business,2599773000.0,54117.0,48039.858085259715
2011,New Mexico,NM,71,"Arts, Entertainment, and Recreation",Small Business,317844000,14220,22351.898734177215,Large Business,143357000.0,6722.0,21326.539720321332
2011,New Mexico,NM,72,Accommodation and Food Services,Small Business,1541016000,103824,14842.57975034674,Large Business,421150000.0,28242.0,14912.187522130162
2011,New Mexico,NM,81,Other Services (except Public Administration),Small Business,1182238000,49164,24046.822878529005,Large Business,71410000.0,2010.0,35527.3631840796
2011,New Jersey,NJ,54,"Professional, Scientific, and Technical Services",Small Business,25108442000,358682,70001.95716539999,Large Business,12693308000.0,137462.0,92340.48682544995
2011,New Jersey,NJ,53,Real Estate and Rental and Leasing,Small Business,3298482000,73540,44852.89638292086,Large Business,1144360000.0,18516.0,61803.84532296392
2011,New Jersey,NJ,52,Finance and Insurance,Small Business,7418434000,97508,76080.2600812241,Large Business,14674136000.0,140058.0,104771.85166145454
2011,New Jersey,NJ,51,Information,Small Business,3214722000,44532,72189.03260576664,Large Business,6562526000.0,71380.0,91937.88175959652
2011,New Hampshire,NH,22,Utilities,Small Business,78263000,1138,68772.40773286468,Large Business,254064000.0,2759.0,92085.53823849221
2011,New Hampshire,NH,23,Construction,Small Business,2257446000,42116,53600.67432804635,Large Business,64937000.0,1282.0,50652.88611544462
2011,New Hampshire,NH,31-33,Manufacturing,Small Business,3076782000,60208,51102.54451235716,Large Business,2387738000.0,36157.0,66038.05625466714
2011,New Hampshire,NH,42,Wholesale Trade,Small Business,1866056000,29498,63260.42443555495,Large Business,627032000.0,8664.0,72372.11449676823
2011,New Hampshire,NH,44-45,Retail Trade,Small Business,2220318000,68400,32460.78947368421,Large Business,1289791000.0,60750.0,21231.12757201646
2011,New Hampshire,NH,48-49,Transportation and Warehousing,Small Business,443452000,12868,34461.610195834626,Large Business,213739000.0,5777.0,36998.2689977497
2011,New Hampshire,NH,51,Information,Small Business,707586000,11704,60456.76691729324,Large Business,595416000.0,7204.0,82650.74958356468
2011,New Hampshire,NH,52,Finance and Insurance,Small Business,1219916000,19506,62540.55162514098,Large Business,1041863000.0,14386.0,72422.00750729877
2011,New Hampshire,NH,53,Real Estate and Rental and Leasing,Small Business,454198000,11156,40713.33811401936,Large Business,45401000.0,951.0,47740.27339642482
2011,New Hampshire,NH,54,"Professional, Scientific, and Technical Services",Small Business,2829834000,43762,64664.18353822952,Large Business,307568000.0,8512.0,36133.45864661654
2011,New Hampshire,NH,55,Management of Companies and Enterprises,Small Business,145139000,2228,65143.17773788151,Large Business,1405377000.0,13934.0,100859.55217453711
2011,New Hampshire,NH,61,Educational Services,Small Business,462977000,17027,27190.755858342633,Large Business,567601000.0,14461.0,39250.46677269899
2011,New Hampshire,NH,62,Health Care and Social Assistance,Small Business,3228626000,84022,38425.959867653706,Large Business,2382494000.0,44814.0,53164.05587539608
2011,New Hampshire,NH,71,"Arts, Entertainment, and Recreation",Small Business,472834000,16874,28021.45312314804,Large Business,33600000.0,3732.0,9003.2154340836
2011,New Hampshire,NH,72,Accommodation and Food Services,Small Business,1270194000,74102,17141.15678389247,Large Business,277768000.0,15270.0,18190.438768827767
2011,New Hampshire,NH,81,Other Services (except Public Administration),Small Business,1023458000,37548,27257.323958666242,Large Business,67336000.0,2382.0,28268.681780016792
2011,New Jersey,NJ,21,"Mining, Quarrying, and Oil and Gas Extraction",Small Business,77246000,1056,73149.62121212122,Large Business,34256000.0,497.0,68925.55331991952
2011,New Jersey,NJ,22,Utilities,Small Business,187854000,2228,84315.08078994614,Large Business,1858495000.0,17494.0,106236.13810449297
2011,New Jersey,NJ,23,Construction,Small Business,13856794000,228496,60643.48610041314,Large Business,1133843000.0,13482.0,84100.50437620531
2011,New Jersey,NJ,31-33,Manufacturing,Small Business,14461652000,283332,51041.364900540706,Large Business,7219595000.0,92473.0,78072.4643950126
2011,New Jersey,NJ,42,Wholesale Trade,Small Business,18089398000,283336,63844.3332298049,Large Business,11606100000.0,107984.0,107479.81182397393
2011,New Jersey,NJ,44-45,Retail Trade,Small Business,10134782000,306818,33031.90164853431,Large Business,7305283000.0,280963.0,26000.872000939624
2011,New Jersey,NJ,48-49,Transportation and Warehousing,Small Business,5205034000,132714,39219.931582199315,Large Business,4444792000.0,89347.0,49747.523699732505
2011,New Hampshire,NH,56,Administrative and Support and Waste Management and Remediation Services,Small Business,1165102000,31092,37472.726103177665,Large Business,1298175000.0,30255.0,42907.78383738225
2011,Pennsylvania,PA,44-45,Retail Trade,Small Business,13804620000,503482,27418.29896600077,Large Business,8698008000.0,395229.0,22007.51463075837
2011,Utah,UT,55,Management of Companies and Enterprises,Small Business,463246000,6852,67607.41389375365,Large Business,1242056000.0,14485.0,85747.7390403866
2011,Pennsylvania,PA,51,Information,Small Business,3118522000,61482,50722.52041247845,Large Business,6563219000.0,93948.0,69860.12474986163
2011,Virginia,VA,52,Finance and Insurance,Small Business,5008000000,81818,61209.024908944244,Large Business,8100502000.0,108055.0,74966.47077877008
2011,Virginia,VA,53,Real Estate and Rental and Leasing,Small Business,2936550000,67952,43215.063574287735,Large Business,868010000.0,17754.0,48890.9541511772
2011,Virginia,VA,54,"Professional, Scientific, and Technical Services",Small Business,30915182000,407396,75884.8442301839,Large Business,20510643000.0,217189.0,94436.84072397773
2011,Virginia,VA,55,Management of Companies and Enterprises,Small Business,1266508000,16850,75163.67952522256,Large Business,4668563000.0,48097.0,97065.57581553943
2011,Virginia,VA,56,Administrative and Support and Waste Management and Remediation Services,Small Business,6881308000,200752,34277.65601338966,Large Business,6405115000.0,139873.0,45792.36164234699
2011,Virginia,VA,61,Educational Services,Small Business,2532294000,79064,32028.407366184358,Large Business,1046793000.0,31072.0,33689.27008238929
2011,Virginia,VA,62,Health Care and Social Assistance,Small Business,15838808000,377726,41932.003621672855,Large Business,9615417000.0,203669.0,47210.999219321544
2011,Virginia,VA,71,"Arts, Entertainment, and Recreation",Small Business,1493732000,60158,24830.147278832406,Large Business,412251000.0,20063.0,20547.824353287146
2011,Virginia,VA,72,Accommodation and Food Services,Small Business,5087086000,331464,15347.325803103806,Large Business,2404387000.0,144338.0,16658.03184192659
2011,Virginia,VA,81,Other Services (except Public Administration),Small Business,9069696000,278692,32543.79745381999,Large Business,954391000.0,23691.0,40284.960533535945
2011,Washington,WA,11,"Agriculture, Forestry, Fishing and Hunting",Small Business,865398000,19350,44723.410852713176,Large Business,93809000.0,1974.0,47522.289766970614
